f1-D10	3543.634957792773
f2-D10	6011.520104013018
f3-D10	3927.5978231100135
f4-D10	1804.893117709576
f5-D10	2435.345672999436
f6-D10	2047.763370330009
f7-D10	1366.2594406720818
f8-D10	1405.8228399789546
f9-D10	1352.7252071314192
f10-D10	1513.6797627293208
f11-D10	1253.9926510339983
f12-D10	1102.180509688781
f13-D10	1362.9976967941202
f14-D10	2605.4192739407126
f15-D10	1859.108683057038
f16-D10	744.8355494602329
f17-D10	777.3442127632652
f18-D10	664.502101429337
f19-D10	921.5162783392552
f20-D10	1814.821563302125
f1-D30	30130.72318378355
f2-D30	20330.00124898715
f3-D30	12887.219851344347
f4-D30	47975.169761051075
f5-D30	19549.717541383132
f6-D30	19730.934150982852
f7-D30	58062.926991021646
f8-D30	11520.903541743039
f9-D30	16968.372203960316
f10-D30	20051.891274010217
f11-D30	19639.9786585297
f12-D30	28386.460972344623
f13-D30	6375.84637108115
f14-D30	26638.484882009056
f15-D30	15664.869214647057
f16-D30	35247.421411138756
f17-D30	51638.351530114094
f18-D30	24067.953594145176
f19-D30	26059.35346922261
f20-D30	15701.608054893117
